title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/43232103'>Flowers For Vases</a>,gillywulf,Completed,492,413,79,6764,Mature,23138,14,2023-01-31,"Post Season 2, based on music, Grief/Mourning, Eventual Happy Ending"
<a href='https://archiveofourown.org/works/39863823'>Immovable Center</a>,killlanelle,Completed,485,405,80,8068,Explicit,25424,4,2022-09-20,"Friends to Lovers, Internalized Homophobia, angst with happy ending, Slow Burn, After season one, Not Exactly a Season Two, There will be Violence and Mentions of Carnage, A More Gore-y Take on the Battle, Smut, Sexy Times, It's E-rated Because I Know Myself, just in case, I Don't Know How to Use a Semicolon Don't Judge Me, Other Necessary Warnings Will be Notified., Hiatus After Cancelation"
<a href='https://archiveofourown.org/works/30167688'>Cinnamon Fever Dream</a>,GleeCastOST,Completed,480,425,55,5681,Teen And Up Audiences,20637,7,2021-04-11,"Light Angst, Fluff, Some Humor, kinda AU but also kinda not really?"
<a href='https://archiveofourown.org/works/26909653'>Now Forget</a>,LGITB,Completed,373,354,19,5417,Mature,21791,5,2020-10-15,NA
<a href='https://archiveofourown.org/works/27554653'>Virtues</a>,GleeCastOST,Completed,367,286,81,5677,Teen And Up Audiences,30105,15,2020-12-02,"Angst, Fluff and Angst, AU"
<a href='https://archiveofourown.org/works/39095643'>Better together</a>,AndrewMcMillan,Completed,341,325,16,7785,Teen And Up Audiences,26147,11,2022-05-19,"Healing, Season 2, Romance, Homophobia"
<a href='https://archiveofourown.org/works/44744599'>the moon knew me (it took my side)</a>,possibilist,Completed,322,277,45,2677,Mature,21083,1,2023-02-03,"butch bea, My Love, this is.... so long lmfao, it's sad & then happy + very soft, baby butch bea :( the sweetest kid, ava the best partner... horny at all times, an elegy... to letting go of homophobic mothers?? idk"
"<a href='https://archiveofourown.org/works/39511386'>One night off, can't hurt</a>",fire3jj,Completed,297,288,9,7125,Not Rated,20919,5,2022-10-23,"Teasers & Trailers, Avatrice, Feelings Realization, Love, First Kiss"
<a href='https://archiveofourown.org/works/43875162'>WARRIOR NUN ONE SHOTS</a>,sisterbeatriceabs,Completed,297,265,32,4654,Mature,36546,7,2023-01-18,"Avatrice, wlw, Repressed Sister Beatrice (Warrior Nun), Sister Camila Ships It (Warrior Nun), LGBTQ Themes, warrior nun - Freeform"
<a href='https://archiveofourown.org/works/38248282'>I want to believe</a>,puppybusby,Completed,288,253,35,3178,Teen And Up Audiences,23250,1,2022-04-08,"x-files au, 90's Setting, First Meetings, Pre-Relationship, this is essentially the pilot to x-files fyi"
<a href='https://archiveofourown.org/works/29939100'>The halo is not infallible</a>,Creativityx,Completed,284,239,45,6379,Mature,34060,7,2023-01-27,"Whole lotta hurt/comfort, Ava and Beatrice established relationship, Did I make Superion and Jillian fall in love? yes, It's just gay chaos family vibes"
<a href='https://archiveofourown.org/works/39753594'>Behind each moment</a>,fire3jj,Completed,271,215,56,6637,Teen And Up Audiences,73917,22,2023-02-05,"Love, Diary/Journal, Avatrice, scenes, Season1, Fighting, Falling In Love, First Kiss"
<a href='https://archiveofourown.org/works/43217493'>That The Sea May Be Calm For Us</a>,waterintheshadows,Completed,243,221,22,2997,Teen And Up Audiences,20007,1,2022-11-22,"Warrior Nun (TV) Season 2 Spoilers, Post-Season/Series 02, Lighthouses, Ocean, Fire, Crisis of Faith, Book of Jonah, Religious Imagery & Symbolism, Whales, I Don't Trust Reya, Repressed Sister Beatrice (Warrior Nun), Internalized Homophobia, Blood and Injury, Blacking Out, Atlantic Ocean, Rain, Trust, Homophobia, Alternate Universe, Angst, Cliffhangers, Bisexual Jesus Ava Silva, Hope vs. Revenge, Islands, Religion And Relationships"
<a href='https://archiveofourown.org/works/28303923'>Limbo</a>,Thisistheend,Completed,178,136,42,2478,Teen And Up Audiences,22800,5,2022-11-08,"Character Study, One Shot, One Shot Collection, Angst, Hurt/Comfort, Religious Guilt, Internalized Homophobia, I swear it's not as scary as the tags say guys, Happy Ending, Angst with a Happy Ending, Avatrice, Lilshotgun, Don't question the settings too hard I don't get them either, anyways I need aquarium vibes for Beatrice NOW, wikihow save my eternal soul, thanks Catholic friend for the research help, Werewolf vibes? Werewolf vibes, nothing like a mental breakdown in the woods, Help Mary broke my heart again, the found family dynamic is a hill I will die on, CAMILA JUST REALLY LOVES HER FRIENDS OKAY, Sticks R Scary, I went to London and got inspired, the tube is haunted now, baby Halo Bearer is getting her sea legs"
<a href='https://archiveofourown.org/works/25140307'>If the world was ending..</a>,abcsupercorp,Completed,171,119,52,5333,Mature,21114,42,2020-08-29,"some violence, mentions of abuse, Foster kids, Alternate Universe - Canon Divergence, Foster Care, Alternate Universe - High School, Supernatural Elements, Telepathy, Levitation, Vampires, Werewolves, Witches, Paranormal"
<a href='https://archiveofourown.org/works/43294923'>A Romance Under the Moon</a>,Crystalline_Cat,Completed,146,145,1,8577,Mature,26067,12,2023-01-23,"Gay Mess Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Ava Silva Being Ava Silva, Cuddling & Snuggling, Platonic Cuddling, Slow Burn, Comfort/Angst"
<a href='https://archiveofourown.org/works/44090866'>Your Presence I Seek (My Mind At Ease)</a>,CyanideArctic,Completed,127,120,7,3885,Teen And Up Audiences,24367,9,2023-02-03,"Jealous Sister Beatrice (Warrior Nun), Season/Series 02, Canon Compliant, Sharing a Bed, Domestic Fluff, Light Angst, Blood and Violence, Falling In Love, Religious Conflict, Emotionally Repressed, Touch-Starved, Bisexual Ava Silva, Internal Conflict, Ava and Michael are disaster siblings, Found Family, Family Feels, ava die's for a few seconds, minor lilshotgun, Canon-Typical Violence, Happy Ending"
<a href='https://archiveofourown.org/works/29941611'>This Love Only Brings You Pain</a>,Fruity446,Completed,101,101,0,4978,Teen And Up Audiences,26608,32,2021-03-09,"Beatrice is a gay mess, Ava is one too, Fluff, No smut but there are sex dreams, Violence, Adriel is a aromantic king, Vincent is his loyal servant, Warrior nuns, Mutual Pining, Sister Beatrice backstory, Shannon Masters is dead, Mary is queer but doesn't like labels, Leave comments and love, This could be terrible, I Tried, Mary ships Avatrice, Avatrice, camilil, Lilith is soft for Camila, Mary likes Otto, Rylan just ships everyone, Dylan is asexual, traumatic pasts, Love, Lesbians, War, Set after season one, Sorry if there are any grammatical errors, protective beatrice, Protective Ava, oblivious gays"
<a href='https://archiveofourown.org/works/35037310'>in your arms (heart by heart)</a>,pinkvalentines,Completed,97,97,0,3889,Teen And Up Audiences,24297,1,2021-11-10,"Alternate Universe - High School, Alternate Universe - No Powers, meaning that ava and lilith are. Normal., Friends to Lovers, Light Angst, Fluff, Mutual Pining, Additional Warnings In Author's Note, this is lighthearted it's cute tbh"
<a href='https://archiveofourown.org/works/29343036'>the meaning of us</a>,pinkvalentines,Completed,92,74,18,2137,Teen And Up Audiences,47000,12,2021-05-08,"Pre-Canon, Canonical Character Death, Canon Compliant, Canon-Typical Violence, Post-Canon, Enemies to Friends to Lovers, would that be an appropriate tag for them? idk, Angst, Hurt/Comfort"
