title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/44128950'>Hotel of California</a>,JetpackingPenguin,Completed,196,184,12,1493,Teen And Up Audiences,4349,1,2023-01-08,"i don't know what this is, Enjoy!"
<a href='https://archiveofourown.org/works/43433019'>a matter of time</a>,nunya_bznz_babes,Completed,196,185,11,1086,General Audiences,1060,1,2022-12-05,"yes this is a Switzerland fic, ft. Ava's staggering character growth, and Bea's unrelenting fear of being in love with her, Pining, Pre-Relationship, pre-season two, Avatrice, Canon Compliant"
<a href='https://archiveofourown.org/works/43297872'>Black Kitten</a>,fei_quacker,Completed,193,187,6,1264,General Audiences,3292,1,2022-11-27,"Light Angst, Fluff and Angst, Ice Cream, Idiots in Love, POV Sister Beatrice (Warrior Nun), Gay Mess Sister Beatrice (Warrior Nun), Soft Sister Beatrice/Ava Silva, Adorable Ava Silva, Mother Superion ships them, Sister Camila is their biggest supporter, Ava is a dork, Bea is whipped, For real that woman is weak for Ava Silva, She ran through rain because of a cat, And then Ava gave her the cat, Bea deserves a black kitten, I Can't Believe I Wrote This, How Do I Tag, Why Is This So Long?, Oneshot"
<a href='https://archiveofourown.org/works/43789405'>It is still possible</a>,AnonymousViolets,Completed,192,179,13,1719,Teen And Up Audiences,4029,2,2022-12-23,"Angst, Drinking to Cope, Eventual Happy Ending, I'm Bad At Tagging, but basically just Bea being angsty and an eventual happy ending"
<a href='https://archiveofourown.org/works/43284231'>we're burned for better</a>,shescollateraldamag3,Completed,187,159,28,3586,Teen And Up Audiences,5538,3,2022-12-13,"exactly what the description indicates, avatrice parent trap au, but it has more angst because come on, it's avatrice, What Did You Expect, i need netflix to renew this show, or else i'll be writing them forever, this fic shows how much of a hold they have on me, and jc is in this but he's a bad guy, not jc as in jesus christ, i don't care if this fic doesn't make sense, just vibe, Abandoned Work - Unfinished and Discontinued, Please Don't Hate Me, seriously, It's Discontinued"
<a href='https://archiveofourown.org/works/44878384'>Moments of crack</a>,thelastofus2ellie,Completed,187,179,8,2283,General Audiences,6141,1,2023-02-08,"Crack, Fluff"
"<a href='https://archiveofourown.org/works/43658142'>I am not a woman, I'm a god</a>",femmexx,Completed,185,169,16,1530,General Audiences,1159,1,2022-12-16,"Menstruation, Canon Universe, Canon Compliant, Missing Scene, Fluff, Sharing a Bed, Pre-Relationship, Bad Parenting, Panic, Roommates, My First Work in This Fandom, Pre-Canon"
<a href='https://archiveofourown.org/works/43695718'>and darling this is more than anything i felt before</a>,loveontheninthcloud,Completed,185,175,10,1073,General Audiences,1536,1,2022-12-18,"Tooth-Rotting Fluff, Fluff, no beta we die like shotgun mary, Mutual Pining, Song fic, Pre-Season/Series 02, we just KNOW there was fluff those 2 months in switzerland, Sharing a Bed"
<a href='https://archiveofourown.org/works/44767552'>Nightmares in the Silence</a>,SpaceshipsAreCool,Completed,183,171,12,792,Mature,3429,1,2023-02-04,"Nightmares, Trauma, Hurt/Comfort, Sharing a Bed, Switzerland, Angst, St. Michael's Orphanage"
<a href='https://archiveofourown.org/works/44070102'>Maybe God Chose Right</a>,Cos_e,Completed,181,177,4,1300,General Audiences,2644,1,2023-01-05,"Fluff, Mild Hurt/Comfort, Missing Scene, Ava's high on tranquilizer, Bea doesn't get paid enough for this, honestly how do they think Ava got changed"
"<a href='https://archiveofourown.org/works/43390335'>i can't save us (my atlantis, we fall)</a>",TheGoatWithAPen,Completed,180,177,3,1681,Teen And Up Audiences,2946,1,2022-12-03,"Angst, Canon Compliant"
<a href='https://archiveofourown.org/works/43180215'>stolen moments (i want you back)</a>,sapphicstreet,Completed,179,176,3,2312,General Audiences,4318,1,2022-11-20,"Memories, Mild Hurt/Comfort, Fluff, Sunshine x Sunshine protector, Sharing a Bed"
<a href='https://archiveofourown.org/works/44151876'>manzanita</a>,omomoification,Completed,178,164,14,666,Mature,6582,1,2023-01-09,"Post-Canon, Canon Universe, Grief/Mourning, a study on grief and trees, blink and you'll miss it: surfer!Bea, Angst with a Happy Ending"
<a href='https://archiveofourown.org/works/43205511'>all the stars we steal from the night sky (will never be enough)</a>,piedpiperwriter,Completed,177,174,3,1186,General Audiences,1459,1,2022-11-22,stream warrior nun s2 so we can secure s3
<a href='https://archiveofourown.org/works/43192663'>We've Been Living on a Faultline.</a>,moonflowerz,Completed,176,167,9,2020,Teen And Up Audiences,10406,1,2022-11-21,"um angst?, Beatrice going through the cycle of grief on xgames mode, theyre gay and in love and HURTING, questioning faith, Avatrice, Ava becomes the warrior nun no one believed she could be, Alternate Universe - Canon Divergence, basically canon but i went an added things in between plot points lol, Gay yearning, Gay Nuns"
<a href='https://archiveofourown.org/works/43233117'>Lost Lessons of the Past</a>,SapphicFriends,Completed,176,173,3,1523,General Audiences,2886,1,2022-11-24,NA
<a href='https://archiveofourown.org/works/43846084'>Like The Winter's Cold</a>,DevourerOfHyperfixations,Completed,175,170,5,1053,General Audiences,4602,1,2022-12-25,"Camila is only there a couple times via call/text, But she's still captain of the ship, Fluff, Fluffier than the snow Ava spends most of the fic playing in, Post-Canon"
<a href='https://archiveofourown.org/works/43300008'>In this life.</a>,SweetNettleTea21,Completed,174,166,8,1916,Not Rated,8195,2,2022-11-27,NA
<a href='https://archiveofourown.org/works/44856874'>i'm already dreaming of how it begins</a>,meatballsandwich,Completed,174,166,8,1040,Teen And Up Audiences,4718,1,2023-02-11,"i love the alps era, hair cutting and also gay shenanigans, Fluff, Canon Compliant, it is just them being cute in the alps let's be real here, playing twenty questions because bea is mysterious(tm), Pining, asking the girl you like if she would still love you if you were a worm"
<a href='https://archiveofourown.org/works/44115580'>But I wish I was dead (dead like you)</a>,nunontherun,Completed,174,162,12,974,General Audiences,1936,1,2023-01-07,"Hurt/Comfort, Blood and Injury, Major Character Injury, hurt!bea should have its own tag, hurt!bea, self indulgent, my fingers slipped oops, was originally a drabble on tumblr, No Magical Healing, we crave that aftercare, but there is no comfort here because i can only write the hurt, Please dont hurt me for hurting bea, ily bea, Hurt!bea agenda"
<a href='https://archiveofourown.org/works/43608993'>let me baptize my soul with the help of your waters</a>,justalover,Completed,173,168,5,2164,Explicit,2632,1,2022-12-14,"Smut, this is how i cope, but it's soft, Religious Imagery & Symbolism"
<a href='https://archiveofourown.org/works/44342407'>This Is What It Takes To Be Alive</a>,RonanceIsInTheAir,Completed,173,167,6,1637,Teen And Up Audiences,4077,1,2023-01-17,"Sister Beatrice Gets A Little Drunk, Vague Injury Care Taking, They Are Both Just Gay Yearning Idiots, Let Them Yearn And Be Gay And Soft, Minor Sister Camila, Ava Silva Is A Bartender, A Touch Of Miscommunication For Flavor, Minor Sister Lilith"
<a href='https://archiveofourown.org/works/43488048'>lovely (to be sitting here with you)</a>,damniamgay,Completed,172,168,4,1594,General Audiences,1305,1,2022-12-08,"Fluff, in the alps, they're in LOVE your honour, Domestic Fluff, Pre-Relationship, this started as a thing to get me writing again but now its 1.3k, Oops, slight mentions of adriel, Mentions of nightmares and panic attacks, but like super minor"
<a href='https://archiveofourown.org/works/43942728'>They Both Cry at the End</a>,comicc_bookk_jawnss,Completed,170,166,4,1711,Teen And Up Audiences,2509,1,2022-12-30,"Fluff and Angst, Angst and Feels, Emotional Hurt/Comfort, Angst with a Happy Ending, Post-Canon, Post-Season/Series 02, Hopping on the Ava's bday bandwagon, Established Relationship, But like it's early days, Of the romantic-styles era"
<a href='https://archiveofourown.org/works/43680087'>metamorphosis</a>,amiphobic,Completed,169,140,29,684,Teen And Up Audiences,3913,1,2022-12-18,"Character Study, not quite Orpheus and Eurydice"
<a href='https://archiveofourown.org/works/43909065'>The Myth and the Legend</a>,strongwomenunited,Completed,165,162,3,1200,General Audiences,2249,1,2022-12-29,"Alternate Universe - Canon Divergence, Tens Years Later, Fluff and Humor, Hurt/Comfort, Mystery, Injury"
<a href='https://archiveofourown.org/works/43876599'>Hallways and Flower Bouquets</a>,ambiti0ns,Completed,164,159,5,2028,Teen And Up Audiences,2532,1,2022-12-27,NA
<a href='https://archiveofourown.org/works/43622178'>And then there were 10</a>,thelastofus2ellie,Completed,163,142,21,1984,General Audiences,16451,1,2022-12-14,"Fluff and Crack, Domestic Fluff"
<a href='https://archiveofourown.org/works/43415200'>you're the closest to heaven that i'll ever be</a>,garcondencre,Completed,163,151,12,1569,General Audiences,2102,1,2022-12-04,angst - sorry not sorry
<a href='https://archiveofourown.org/works/43293090'>grant me this wish</a>,m_ira,Completed,163,159,4,800,Teen And Up Audiences,1157,1,2022-11-27,NA
<a href='https://archiveofourown.org/works/44646289'>handmade</a>,jtl07,Completed,163,147,16,792,General Audiences,1811,1,2023-01-30,"Food, and memory, gifs and yt clips counts as watching right, set in switzerland (of course) and a blip of post s2 i guess, run on sentences galore"
<a href='https://archiveofourown.org/works/44740423'>Rebecca</a>,hangrynomadwrites,Completed,160,155,5,1845,General Audiences,4672,1,2023-02-02,"Romantic Fluff, Jealous Sister Beatrice (Warrior Nun), Jealousy, oblivious Ava"
<a href='https://archiveofourown.org/works/43866453'>a perimeter around pain</a>,Derivacaodoinfinito (sidneypierced),Completed,160,155,5,1565,Explicit,7446,1,2022-12-26,NA
<a href='https://archiveofourown.org/works/43198074'>Piano only gets you in treble</a>,KhaleesiChar,Completed,160,157,3,1251,Not Rated,1672,1,2022-11-21,"Fluff, One Shot, First Kiss, Friends to Lovers, My First AO3 Post, How Do I Tag"
"<a href='https://archiveofourown.org/works/44675611'>too cold, it's withdrawal</a>",KaiteQgle,Completed,160,144,16,1168,Mature,8440,1,2023-01-31,"no beta we die like duretti, MCU!AU, Winter Soldier!AU, WS!AU, some names were pulled from the WN comics, Winter Soldier!Beatrice, time jumps but they're all labelled, I made an age chart for this universe but it doesn't do much for this particular fic, Ava is ""The Captain"", there's barely any sexy in this i'm sorry, it's just violence ig, lots of punching and stabbing"
<a href='https://archiveofourown.org/works/43408645'>shaped from within</a>,kinpika,Completed,160,156,4,895,Teen And Up Audiences,465,1,2022-12-04,"Future Fic, I'm in love with them your honour, Cute and sleepy and a lil smidgen of latent trauma, POV Sister Beatrice (Warrior Nun), Season 2 spoilers, technically"
<a href='https://archiveofourown.org/works/43154964'>It's no better to be safe than sorry</a>,thelastofus2ellie,Completed,159,150,9,1498,General Audiences,11244,1,2022-11-19,"Light Angst, Some Humor, Blood and Violence"
<a href='https://archiveofourown.org/works/43325818'>Do stars have Feelings?</a>,FreakByHeart,Completed,157,149,8,1158,General Audiences,681,1,2022-11-29,"Crack Treated Seriously, Short"
<a href='https://archiveofourown.org/works/44815771'>don't wanna let you down (but i am hell-bound)</a>,grabyourhalo,Completed,157,149,8,940,Not Rated,4891,1,2023-02-05,"ava's fall, Blood and Injury, Hurt/Comfort, Post-Episode: s02e05 Mark 10:45, she's goin through it y'all"
<a href='https://archiveofourown.org/works/43632774'>What the heart wants</a>,GretaSalz,Completed,155,149,6,1855,Mature,3211,2,2022-12-19,"fluff piece, Breakfast with friends, in the second chapter, Kid Fic, Future Fic, Longing for family, Found Family"
<a href='https://archiveofourown.org/works/43775838'>A new day</a>,Ofibooks,Completed,155,152,3,1121,General Audiences,2487,1,2022-12-22,"Domestic Avatrice, and they were ROOMMATES, avatrice in switzerland, There Was Only One Bed, Mentioned Camila, Mentioned Mother Superion, Mentioned Lilith, Mentioned Shotgun Mary - Freeform, Post Season 1, Pre Season 2"
<a href='https://archiveofourown.org/works/43558332'>Ecclesiastes 9:7</a>,criedtodreamagain,Completed,155,151,4,857,General Audiences,1182,1,2022-12-11,"Falling In Love, Love Confessions, wholesome sapphic love sprinkled with religious imagery"
<a href='https://archiveofourown.org/works/44397229'>My Name Is Whatever You Decide</a>,cyp_rus,Completed,153,149,4,3247,Explicit,2572,1,2023-01-19,"Vaginal Fingering, top!ava, bottom!beatrice, pussy eating tbh, striptease ig?, Light Dom/sub"
<a href='https://archiveofourown.org/works/44914162'>Slow Dancing</a>,Scooby_Doo_Creepymechclown,Completed,151,143,8,1146,General Audiences,1967,1,2023-02-10,"Fluff, Fluff without Plot, Dancing, Kissing, Domestic Fluff, Short & Sweet"
<a href='https://archiveofourown.org/works/44849875'>Monsters Live Under The Bed (This One Lives Above It)</a>,Scooby_Doo_Creepymechclown,Completed,150,142,8,902,Teen And Up Audiences,2958,1,2023-02-07,"Angst, Hurt/Comfort, Emotional Hurt/Comfort, Sister Beatrice Needs a Hug (Warrior Nun), she gets one don't worry, Cuddling & Snuggling, Crying, Autistic Sister Beatrice, life is just a lot, Implied/Referenced Child Abuse"
<a href='https://archiveofourown.org/works/43610325'>Writing To You</a>,LovinTheHarmony,Completed,148,145,3,1175,Not Rated,5225,1,2022-12-14,"warrior nun - Freeform, Soft Sister Beatrice/Ava Silva, Bisexual Ava Silva, Idiots in Love, Friends to Lovers, Warrior Nun Season 2, Roommates, Sister Beatrice - Freeform, Ava Silva - Freeform, Fluff and Angst, Post Season 2"
<a href='https://archiveofourown.org/works/44000476'>a list made of bullets still pierces the same</a>,geekchic64,Completed,147,132,15,735,Teen And Up Audiences,2798,1,2023-01-01,"POV Second Person, Beatrice-Centric, the ability to love is not earned!!, the ability to love is to be human!!, Angst with a Happy Ending, we love a broody bea"
<a href='https://archiveofourown.org/works/43990494'>Orally Worshipped By A Nun</a>,avatricesmut,Completed,146,142,4,4925,Explicit,5134,1,2023-01-01,"Smut, Cunnilingus, Fingerfucking, Avatrice, imagine Julie being the bar girl"
<a href='https://archiveofourown.org/works/43796104'>Worthy</a>,wraithofwords,Completed,145,135,10,1455,Mature,2544,1,2022-12-23,"Evil Ava, Song Lyrics, Fight Scene, Character Death, Blood and Injury"
<a href='https://archiveofourown.org/works/43627560'>On My Way Home (And Hell's Coming With Me)</a>,Dramaticfiction,Completed,141,138,3,1281,General Audiences,3504,1,2022-12-15,"Hurt/Comfort, Fluff, Reunion, Post Season 2, Ava comes back, POV from Beatrice's perspective for the most part, I had this idea revolving around a possible storyline for Beatrice, So I guess take that as a hint as to where this is going"
<a href='https://archiveofourown.org/works/43417057'>oranges are the only fruit</a>,daisychiansandbowties,Completed,141,129,12,1211,Not Rated,5268,1,2022-12-04,"ava being a bi disaster, in second person because i believe in being a problem, have to admit i love writing with ava's voice, she's such a protagonist, she's such a narrator, this story is inspired by my vitamin C deficiency honestly, title is from ye olde lesbian book"
<a href='https://archiveofourown.org/works/43603926'>BURN NETFLIX</a>,wolves_and_bears,Completed,141,132,9,626,General Audiences,55,1,2022-12-13,"Justice, Avatrice, this is not fair, everything is not okay"
<a href='https://archiveofourown.org/works/44223925'>Learn to love</a>,accedere,Completed,139,135,4,1187,General Audiences,583,1,2023-01-12,"First Kiss, Love Confessions, Switzerland, my personal favorite, Anything Switzerland related is an instant read for me, Just our girls being gay, Can you tell that I don't usually write about people kissing"
<a href='https://archiveofourown.org/works/44006227'>We Could Turn It Upside Down</a>,QuietThings,Completed,139,135,4,1108,Teen And Up Audiences,851,1,2023-01-02,"Pre-Relationship, Fluff and Humor, in the swiss alps, Ava Silva Being a Dumbass, but she's Beatrice's dumbass so"
<a href='https://archiveofourown.org/works/43755144'>'Top' Tier Training</a>,Supergeekgirl05,Completed,137,125,12,945,Teen And Up Audiences,1868,1,2022-12-21,"Fluff without Plot, Fluff, Sexual Tension, Unresolved Sexual Tension, Unresolved Romantic Tension, Flirting, Spoilers, Season/Series 02, They're gay your honor, No Angst, a peek at their time in switzerland"
<a href='https://archiveofourown.org/works/43467477'>What if this is all we need?</a>,livrods,Completed,136,133,3,1198,General Audiences,1133,1,2022-12-07,"Fluff, Domestic Fluff, Canon Compliant, Waffles, Switzerland"
"<a href='https://archiveofourown.org/works/44406877'>i wanna wake up with you, all in tangles</a>",whyyesitscar,Completed,135,119,16,997,Teen And Up Audiences,1107,1,2023-01-20,NA
<a href='https://archiveofourown.org/works/43856212'>our footsteps amongst the stars</a>,beatroot (bearmons),Completed,134,125,9,1372,Not Rated,7160,1,2022-12-26,NA
"<a href='https://archiveofourown.org/works/43575457'>Oh, the Aster Blooms</a>",s4pphic_d4ddy,Completed,132,123,9,1981,Not Rated,2098,1,2022-12-12,"hurt!Beatrice, Ava crying, idk why i did this, no regrets i love angst, Angst Forever, Angst, we need more self-sacrificial beatrice fics out there, Crying, Impalement, Fighting, not sure if this is counted as major character death, but ok ill tag it as that just to be sure"
<a href='https://archiveofourown.org/works/43242543'>You never said you loved me.</a>,AnnA_SwaN,Completed,132,129,3,1737,General Audiences,917,1,2022-11-24,"Character Death, Angst, Not Canon Compliant"
<a href='https://archiveofourown.org/works/43767114'>I haven't moved in years (and I want you right here)</a>,Pedestaltrooper,Completed,132,120,12,924,Teen And Up Audiences,4498,1,2022-12-22,"Angst, Grief/Mourning, it's a ghost story, But not in the way you're thinking, Happy Ending, because I fixed it"
<a href='https://archiveofourown.org/works/43647318'>Stuck</a>,ClarkeRipley,Completed,130,120,10,2612,General Audiences,1306,1,2022-12-16,"she was just bored, It's not her fault"
<a href='https://archiveofourown.org/works/43868577'>The Enemy Within</a>,HappyHomebrew,Completed,130,124,6,576,Mature,3535,1,2022-12-27,"Self-Harm, sad one, Beatrice is majorly depressed, I don't really know why I wrote this, tw depression, tw self harm, Ava's Gone and beatrice is not okay, Rated M for harm"
<a href='https://archiveofourown.org/works/43011129'>in the next</a>,kittymannequin,Completed,129,105,24,1997,Teen And Up Audiences,2322,6,2022-12-06,Post-Canon
<a href='https://archiveofourown.org/works/44826346'>Waiting on Swords and Crosses</a>,christinebeckel,Completed,129,121,8,834,Not Rated,5368,1,2023-02-06,"avatrice reunion, Happy Ending, i'm SOFT, they're soft, Mary's so hungry she could eat a tarask, post season 2 but 'complies' with canon, sorry no smut, just sweetness"
<a href='https://archiveofourown.org/works/43549857'>Always On My Mind</a>,Aliensandfood (Commanderraccooneyes),Completed,128,125,3,1329,Not Rated,2363,1,2022-12-11,"Angst, Angst with a Happy Ending, Aged-Up Character(s), no beta we die like adriel being torn assunder"
<a href='https://archiveofourown.org/works/43211836'>lay your weapons down</a>,parx103,Completed,128,119,9,906,General Audiences,5026,1,2022-11-22,"Alternate Universe - Assassins & Hitmen, Alternate Universe, Alternate Universe - Modern Setting, Hurt/Comfort, Emotional Hurt/Comfort, Angst and Hurt/Comfort, Comfort, Fluff and Angst, Angst with a Happy Ending"
<a href='https://archiveofourown.org/works/43855512'>snow and dirty rain</a>,thewritersnow,Completed,126,119,7,811,General Audiences,2804,1,2022-12-26,"what if u had a fic, That was just, ava in her mind, being soft for beatrice, this is it, Fluff, Character Study, (kinda), Ava POV, switzerland times babey, they cuddle, ava big spoon win win win"
<a href='https://archiveofourown.org/works/43760830'>The demons we have to fight</a>,xXhiddenbeautyXP,Completed,123,117,6,1627,Mature,4171,1,2022-12-22,"Angst, Hurt/Comfort, Mentions of Blood, Implied/Referenced Self-Harm, Shotgun Mary is still shooting"
"<a href='https://archiveofourown.org/works/43242294'>for beatrice (darling, dearest, dead)</a>",phwaa,Completed,123,110,13,1147,Mature,6649,1,2022-11-24,NA
<a href='https://archiveofourown.org/works/44412013'>Beatrice vs The Photocopy Bandit</a>,SkyeSunclaw,Completed,123,117,6,581,Not Rated,5700,1,2023-01-20,"Ava Silva Being Ava Silva, Ava just likes to cause chaos, Bea just needs a hug, One Shot"
<a href='https://archiveofourown.org/works/44613772'>so one should look on love</a>,FoulBearObservation,Completed,122,113,9,739,Mature,3521,1,2023-01-29,"camila and lilith's relationship thru the eyes of ava and beatrice, self indulgent world building, Post Holy War, Vaguely post canon"
<a href='https://archiveofourown.org/works/44450092'>so love me now (hell is coming)</a>,wrenegay341,Completed,121,117,4,1020,General Audiences,3057,1,2023-01-22,"Avatrice, hope you all enjoy!, beatrice is like ""i'm fighting demons"" and the demons aren't wraiths just her homosexuality, hans ily baby sorry you only get to be in part of this fic, i also put a little art history in this bc it makes everything better, Hurt/Comfort"
<a href='https://archiveofourown.org/works/43931787'>The Key to Remembering</a>,strongwomenunited,Completed,119,111,8,1135,General Audiences,3956,1,2022-12-30,"Alternate Universe - Canon Divergence, Post Season 2, Romance, no memories, Emotional Hurt/Comfort"
<a href='https://archiveofourown.org/works/43174701'>The inbetween</a>,accedere,Completed,118,114,4,568,General Audiences,469,1,2022-11-20,"Fluff, them in Switzerland, Being absolute babes, and falling in love, being soft and Ava learning how to swim"
<a href='https://archiveofourown.org/works/44133772'>Broken bones don't mean broken souls</a>,Hugo_falcon,Completed,116,108,8,1129,General Audiences,1202,1,2023-01-21,"Injury, Sickfic, Fluff and Humor, Light Angst, Fluff, Soft Sister Lilith (Warrior Nun), Sister Lilith Deserves Love (Warrior Nun), Crack"
<a href='https://archiveofourown.org/works/44222141'>these are my confessions</a>,acid_glue234,Completed,116,110,6,910,Teen And Up Audiences,1692,1,2023-01-12,"Confessions, Yearning, lots and lots of yearning, Catholic Guilt, Some angst but not really"
<a href='https://archiveofourown.org/works/44302098'>Anywhere else is hollow</a>,atheart,Completed,116,108,8,748,General Audiences,2001,1,2023-01-15,"Sleepy Cuddles, On a train, Totally not uncomfortable for their necks, I don't actually know how to tag this, Fluff, They're cute, also, Forehead Kisses"
<a href='https://archiveofourown.org/works/43217361'>In This Life</a>,DisguisedasInnocent,Completed,115,111,4,629,Teen And Up Audiences,557,1,2022-11-22,NA
<a href='https://archiveofourown.org/works/43538122'>No Just Men Upon the Earth</a>,waterintheshadows,Completed,114,108,6,1217,Teen And Up Audiences,15532,1,2022-12-10,"Alternate Universe - Zombie Apocalypse, Warrior Nun (TV) Season 2 Spoilers, Alternate Universe - Canon Divergence, madrid, Arguing, Sneaking Out, Crucifixion, Sparring, Happy Ending, Canon-Typical Violence, Cults"
<a href='https://archiveofourown.org/works/43740591'>A Miracle from Beyond</a>,kmvb,Completed,114,108,6,1075,Teen And Up Audiences,6297,2,2022-12-23,Christmas Fluff
<a href='https://archiveofourown.org/works/44023254'>god loves you but not enough to save you</a>,overnights,Completed,113,90,23,674,Not Rated,2550,1,2023-01-02,"canon-adjacent homosexual metaphysics, thought experiment au, the avatriceification of the trolley problem"
<a href='https://archiveofourown.org/works/44073159'>we're both on borrowed time</a>,dipperwrites,Completed,110,104,6,527,Teen And Up Audiences,3083,1,2023-01-05,"references character death, Night before 2x08"
<a href='https://archiveofourown.org/works/43932609'>1 john 4:18</a>,missbeatriz,Completed,109,104,5,1012,General Audiences,908,1,2022-12-30,"Sexual Tension, Useless Lesbians, Gay Mess Sister Beatrice (Warrior Nun), Repressed Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Gay Mess Ava Silva, Ava Silva Needs a Hug, Sad Ava Silva, Angst, Hurt/Comfort, Hurt No Comfort, Romance, Pre-Relationship, Episode s02e07: Psalms 116:15, Missing Scene, Canon Compliant, Emotional Hurt"
"<a href='https://archiveofourown.org/works/44251186'>you spin your web (and thusly I am stuck with you, my dear, though I would not trade you for the world)</a>",EnderTamer3,Completed,108,103,5,631,Teen And Up Audiences,1719,1,2023-01-14,"utilizing my own arachnophobia for content, They're gay your honor, Fluff, Fluff everywhere, who ripped open a pillow, seriously where did all this fluff come from, someone grab a vacuum, Oneshot, in switzerland"
<a href='https://archiveofourown.org/works/43161783'>The Love Letter</a>,VoldemortJan,Completed,107,103,4,947,Teen And Up Audiences,1303,1,2022-11-19,"Lesbian Character, Canon Compliant, Post-Canon, Nuns"
<a href='https://archiveofourown.org/works/43174128'>The bravest girl in the world</a>,ClarkeRipley,Completed,99,96,3,856,General Audiences,531,1,2022-11-20,NA
<a href='https://archiveofourown.org/works/43154859'>I See You</a>,MJThatch,Completed,99,93,6,750,Teen And Up Audiences,1388,1,2022-11-19,"Canon Compliant, Alternate Universe - Canon Divergence, Hurt/Comfort, Fluff and Angst, Possible smut, Mary and Lilith being cute, Mary Lives"
<a href='https://archiveofourown.org/works/44099719'>Ava's plan</a>,ClarkeRipley,Completed,98,94,4,1070,General Audiences,2907,1,2023-01-06,"AU, Happy Ending"
<a href='https://archiveofourown.org/works/43838527'>Angel of music</a>,thelastofus2ellie,Completed,95,91,4,412,General Audiences,2066,1,2022-12-25,Fluff
<a href='https://archiveofourown.org/works/43213246'>what do we do with the dead things we carry?</a>,slytherns,Completed,94,90,4,619,General Audiences,1597,1,2022-11-22,"its a letter, thats it thats the plot"
<a href='https://archiveofourown.org/works/44395273'>The Beatrice Special</a>,sapphic_shows,Completed,92,88,4,1340,General Audiences,2855,1,2023-01-19,"coffee AU, Avatrice, Soft Girlfriends, Soft Ava Silva, Soft Sister Beatrice/Ava Silva, Alternate Universe, barista Ava, nerdy Beatrice, Fluff, savewarriornun, cancelnetflix"
<a href='https://archiveofourown.org/works/44043229'>A different kind of sisterhood</a>,Hugo_falcon,Completed,91,79,12,2281,Explicit,1887,1,2023-01-11,"Orgy, Sex Toys, Oral Sex, Strap-Ons"
"<a href='https://archiveofourown.org/works/44896180'>let's rest, yeah?</a>",k0re_b,Completed,91,88,3,1373,Not Rated,1365,1,2023-02-09,"Ava Silva Needs a Hug, Ava Silva Being Ava Silva, Adorable Ava Silva, Sad Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), Soft Sister Beatrice/Ava Silva, Adorable Sister Camila (Warrior Nun), Sister Camila Ships It (Warrior Nun), Hurt/Comfort, Emotional Hurt/Comfort, Nightmares, Comfort, Fluff, Fainting, Sleepy Cuddles, Sleep Deprivation, Exhaustion"
<a href='https://archiveofourown.org/works/44831074'>Promise</a>,CherryColaForCB,Completed,91,88,3,773,Teen And Up Audiences,2456,1,2023-02-06,NA
<a href='https://archiveofourown.org/works/44331622'>None of You</a>,dream_paladin,Completed,85,76,9,790,Teen And Up Audiences,5628,1,2023-01-16,"Hurt No Comfort, Angst, Ava dies and Bea gets the Halo, Grief/Mourning, no beta we die like duretti, Alternate Universe - Canon Divergence"
<a href='https://archiveofourown.org/works/44782618'>my nightmares are watching me (but so are you)</a>,wellpuffmycream,Completed,84,81,3,567,Not Rated,924,1,2023-02-04,"Hurt/Comfort, Emotional Hurt/Comfort, Sharing a Bed, Nightmares"
<a href='https://archiveofourown.org/works/43928905'>the only star i see</a>,Solixir,Completed,83,72,11,577,General Audiences,710,1,2022-12-30,"Fluff, Domestic Fluff, Winter, Post-Season/Series 01, Mutual Pining, Pining, Headcanon, Canon Compliant, One Shot"
"<a href='https://archiveofourown.org/works/43733784'>it's you that i lie with, it's you i welcome death with</a>",ISlayedBuffy,Completed,82,78,4,826,General Audiences,751,1,2022-12-20,Morning Cuddles
<a href='https://archiveofourown.org/works/44948065'>Tonight is a Miracle</a>,hulkling616,Completed,81,77,4,884,Teen And Up Audiences,1015,1,2023-02-11,"POV Sister Beatrice (Warrior Nun), Fluff, Light Angst, Sister Beatrice Needs a Hug (Warrior Nun), Drunk Kissing, Kissing, drunk sister beatrice, Soft Sister Beatrice/Ava Silva, Femslash February, references to beatrice being repressed/closeted"
<a href='https://archiveofourown.org/works/44419123'>Isaiah 43:1</a>,notreallyasleep,Completed,81,73,8,562,Not Rated,3656,1,2023-01-20,"Repressed Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), but also she's not exactly wrong?, Ava Silva Being Ava Silva, and also not exactly wrong?, point/counterpoint"
<a href='https://archiveofourown.org/works/43437670'>Bea's Bakery - AU</a>,TheRealBluez,Completed,80,76,4,1330,Mature,8493,1,2022-12-06,"Alternate Universe - Bakery, Bakery and Coffee Shop, Fluff, Eventual Smut, Light Angst, Angst with a Happy Ending, Homophobia"
